City,Latitude,Longitude,Landmark,House of Worship,Pilgrimage,Archaeological Site,Shoreline ,Waterside ,Woods ,Hill Station,Urban Area,Province,State,id
Khandala,18.06,74.01,Fort Lake Park Cave Waterfalls Dam Hills Museum,0,0,13,0,23,0,33,40,Khandala,Maharashtra,df1fed153b77b1bcd4dcb01ea8589b83
Khanna,30.71,76.22,Historical Place Zoo,0,0,10,0,0,29,0,0,Khanna,Punjab,5bac7a610d1fd4595b2a64f190f51025
kharadi,18.55,73.94,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,kharadi,Maharashtra,10ec2d7c943e6dc0c3a7032793cd606b
Kharagpur,22.34,87.32,Hindu Temple Park,3,0,0,0,0,0,0,40,Kharagpur,WestBengal,d673ff9331561afaab5f772760f71475
Kharapathar,31.14,77.7,Hills Hill Station Hindu Temple,3,0,0,0,0,0,36,0,Kharapathar,Himachal Pradesh,0702469515f6a467b38441a9c18dc189
khari rohar,23.07,70.14,Wildlife Sanctuary Park Hindu Temple,3,0,0,0,0,32,0,40,khari rohar,Gujarat,4ed064b6e8dfac97400c71912a81b99c
Kharsia,21.98,83.11,Hills Hindu Temple,3,0,0,0,0,0,33,0,Kharsia,Chhattisgarh,af0af07e3ec877d6429bf87d4d126518
Khatu,27.37,75.4,Lake Park,0,0,0,0,24,0,0,40,Khatu,Rajasthan,ff0d62f79a40043af2dd3e2e750b57e5
khawasa,21.73,79.36,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,khawasa,Madhya pradesh,f4b0a10fdcb0590b694430f0b76c775e
Khejarla,26.33,73.68,Dam River Bank,0,0,0,0,22,0,0,0,Khejarla,Rajasthan,eb6d30d43de31515890b569620721bca
khilchipur,26.05,76.4,Historical Place Zoo,0,0,10,0,0,29,0,0,khilchipur,Rajasthan,25dc6be9eec90c8b8659d8c76007405c
Khimsar,26.97,73.41,Fort Hindu Temple,3,0,12,0,0,0,0,0,Khimsar,Rajasthan,df8de37bd8fb82abc4110caa0ecea180
Khopoli,18.82,73.3,Hills Hill Station Park Fort Garden Dam Hindu Temple Waterfalls Cave,3,0,13,0,23,28,36,40,Khopoli,Maharashtra,44f9493e9ab105c1d98a20b69a3838c6
kiar,31.18,77.19,Historical Place Zoo,0,0,10,0,0,29,0,0,kiar,Himachal Pradesh,68fcd490f226eddb197f2c03d965b78f
kiluparamba,11.26,76.11,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,kiluparamba,Kerala,41a9c5cfb8c7aa3a0ec0424b6a9cd746
Kinnaur,31.43,78.27,Fort Lake Hills Hill Station Dam Wildlife Sanctuary Monastery,5,0,12,0,23,32,36,0,Kinnaur,HimachalPradesh,1c133ed1382efc9bab9e493c7ddb5e45
Kishangarh,26.57,74.87,Fort River Bank,0,0,12,0,22,0,0,0,Kishangarh,Rajasthan,630309283c6785c11422275215562367
Kochi,10.16,76.35,Fort Palace Church Museum Beach Bird Sanctuary Hindu Temple,1,0,16,20,0,31,0,0,Kochi,Kerala,7e82981fd7e299d75d696630e1fc3d50
Kodaikanal,10.23,77.49,Lake Waterfalls Hindu Temple Museum Park Forest Hills Cave Garden Church,1,0,13,0,26,27,33,40,Kodaikanal,TamilNadu,947592da4a345ffcc37c73485492ffc3
Koderma,24.44,85.53,Dam River Bank Wildlife Sanctuary,0,0,0,0,22,32,0,0,Koderma,Jharkhand,23b86ee4627d2563be161cb0dde1ab9b
Kohima,25.67,94.1,Museum Park Garden Historical Place Church,1,0,16,0,0,28,0,40,Kohima,Nagaland,9511cdc7dfa82d4c4624b0f02b277523
Kolad,18.44,73.26,River Bank Hill Museum,0,0,16,0,22,0,33,0,Kolad,Maharashtra,21522971ef4b22f9d50fb99d2d6cf32a
kolaghat,22.57,88.18,Dam Park Lake,0,0,0,0,23,0,0,40,kolaghat,WestBengal,9a467ba684622bf6076d31eef23bd1ec
kolara,20.45,79.38,Hindu Temple,3,0,0,0,0,0,0,0,kolara,Maharashtra,aa863519e3dd0bbe289ec765fba80968
Kolhapur,16.7,74.25,Hindu Temple Lake Palace Museum Zoo,3,0,11,0,24,29,0,0,Kolhapur,Maharashtra,b1d2c6359d93bd68570b165fda4a6128
Kolkata,22.55,88.41,Museum Park Garden Historical Place Church Hindu Temple Zoo Lake Bird Sanctuary,1,0,10,0,24,31,0,40,Kolkata,WestBengal,7764397cb1df5baee8b026731bc5f058
Kollam,8.91,76.58,Lake Beach Palace Port Coast Park Hindu Temple Church,1,0,11,19,24,0,0,40,Kollam,Kerala,e371ab3f5f242c2580517b944d3e9e31
Kolli Hills,11.28,78.36,Forest Hindu Temple Hills Hill Station,3,0,0,0,0,27,36,0,Kolli Hills,TamilNadu,ea8c4f8229b8f570024d7c5b474863dc
Kollur,13.86,74.81,Hindu Temple Hills Hill Station River Bank,3,0,0,0,22,0,36,0,Kollur,Karnataka,6d1da173dd5c248a099949c8ffc5e1d1
Konark,19.89,86.09,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,Konark,Orissa,acd861ca0dfcc2391378c05f50c3e1de
Konaseema,16.49,81.87,Lake Hindu Temple,3,0,0,0,24,0,0,0,Konaseema,AndhraPradesh,3e5e4f7d9d498943afbbbaeb365b8fe3
Korba,22.51,82.54,Lake Hindu Temple,3,0,0,0,24,0,0,0,Korba,Chhattisgarh,275d93c378d7b4bc12d8668d8c495a04
Kosi Kalan,27.82,77.44,Lake Hindu Temple,3,0,0,0,24,0,0,0,Kosi Kalan,UttarPradesh,d1c04a879f09ecafb4606bbc90fc201a
Kota,25.15,75.84,Hindu Temple Lake Palace Museum Garden Fort,3,0,12,0,24,28,0,0,Kota,Rajasthan,3c8942459d0bfaa7bbe893f17cef94e6
Kotagiri,11.42,76.87,Waterfalls Forest Hills Hill Station Park Dam,0,0,0,0,23,27,33,40,Kotagiri,Tamil Nadu,6db62212bdca0d4bfc9c7bbef4228ad2
kotamangalam,10.06,76.63,Historical Place Zoo,0,0,10,0,0,29,0,0,kotamangalam,Kerala,65caa587de48b60c098f212242dc140b
Kotdwar,29.75,78.53,Lake Park,0,0,0,0,24,0,0,40,Kotdwar,Uttarakhand,f43d008cacf4b42e2df9e6b0a97c8f7b
Kothamangalam,10.14,76.66,Hindu Temple Forest River Bank Bird Sanctuary Dam Park,3,0,0,0,22,27,0,40,Kothamangalam,Kerala,2847f5a6e6902802c9a4ba2d4af3609b
Kotputli,27.7,76.2,Wildlife Sanctuary Park Hindu Temple,3,0,0,0,0,32,0,40,Kotputli,Rajasthan,d3fe622397850980008bb7f364f5ca9b
kottakamboor,10.19,77.26,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,kottakamboor,Kerala,71be7b7918ce00ee9cce6ee144b637a9
Kottarakkara,9,76.77,Hindu Temple River Bank Hills Hill Station,3,0,0,0,22,0,36,0,Kottarakkara,Kerala,e1ca7468e01b1a8f237491a94a6d5957
Kottayam,9.68,76.61,Church Hindu Temple Lake,1,0,0,0,24,0,0,0,Kottayam,Kerala,f7926ac4a608f4556c2bf3e63b295df6
Kovalam,8.39,76.98,Beach Coast Lake Hindu Temple Church,1,0,0,20,24,0,0,0,Kovalam,Kerala,7a4400074c4a4063bc904320537dee07
Kozhikode,11.32,76,Beach Bird Sanctuary Coast Hindu Temple Park Museum River Bank Church,1,0,16,18,22,31,0,40,Kozhikode,Kerala,e74bff4d1d784a1c03211d80be1b6129
Krishnagiri,12.54,78.2,Fort Hindu Temple Dam Museum Hills Park Lake,3,0,12,0,23,0,33,40,Krishnagiri,TamilNadu,44acf4628d4ce69c9fb0201e9c902f0f
Krishnanagar,23.41,88.5,Hindu Pilgrimage River Bank Garden,0,8,0,0,22,28,0,0,Krishnanagar,West Bengal,cdfeb65f03a23b603f41aa968c15b093
krishnarajasagara,12.46,76.34,Historical Place Zoo,0,0,10,0,0,29,0,0,krishnarajasagara,Karnataka,5746175b32c01d4d43844e36793ab3dd
Kudal,16,73.69,Wildlife Sanctuary Park Hindu Temple,3,0,0,0,0,32,0,40,Kudal,Maharashtra,9ed7466df3aa18e6ad5b9b7ee8a42d88
Kufri,31.08,77.3,Hills Hill Station Wildlife Sanctuary Zoo Forest Valley,0,0,0,0,0,27,34,0,Kufri,HimachalPradesh,2c1e55544ef55feacf979e7b575c601e
Kukke Subramanya,12.67,75.61,Hills Hill Station Hindu Temple River Bank,3,0,0,0,22,0,33,0,Kukke Subramanya,Karnataka,e429dc5f5fff2ff55f82814dc2ac37a2
kulan,34.27,75.17,Lake Park,0,0,0,0,24,0,0,40,kulan,Jammu & Kashmir,1803b796ae7c975c4893d9b430ffda80
Kullu,31.91,77.13,Hills Hill Station Hindu Temple Palace Monastery,5,0,11,0,0,0,36,0,Kullu,HimachalPradesh,91a65946ee52ca3c7457ff995fb36867
Kumarakom,9.58,76.42,River Bank Bird Sanctuary Museum Church Lake,1,0,16,0,22,31,0,0,Kumarakom,Kerala,b4f1f774fb842e3ea2d7763cc7e9725e
Kumbakonam,10.96,79.38,Hindu Temple River Bank Lake,3,0,0,0,22,0,0,0,Kumbakonam,TamilNadu,fd78795b18356ddc77d816fd60f6396d
Kumbhalgarh,25.15,73.58,Fort Historical Place Lake Hindu Temple Museum Wildlife Sanctuary,3,0,12,0,24,32,0,0,Kumbhalgarh,Rajasthan,9f6c209f5e350572e63ef1a179193df0
Kundapura,13.59,74.71,Beach Coast Hindu Temple,3,0,0,18,0,0,0,0,Kundapura,Karnataka,30bf9680cb9cabcef882e0d048dfb684
kurandi,15.35,74.48,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,kurandi,Karnataka,d6d70054649870ca6c6a9fefadb471dd
Kurnool,15.83,78.04,Fort Museum,0,0,12,0,0,0,0,0,Kurnool,AndhraPradesh,be23289c3186401d4b05e8e584a6ed79
Kurseong,26.88,88.27,Hills Hill Station Church Waterfalls Hindu Temple Museum Park Lake,1,0,16,0,26,0,33,40,Kurseong,West Bengal,21bd2694acf5bf95ef13fafc4ef63014
Kurukshetra,29.97,76.84,River Bank Hindu Temple Historical Place Zoo Museum Park,3,0,10,0,22,29,0,40,Kurukshetra,Haryana,edff5970187556840ec6f688a69504c8
Kushinagar,26.74,83.89,Hindu Temple Hills Museum,3,0,16,0,0,0,33,0,Kushinagar,UttarPradesh,f95621a307ba8b680bbb8ed944e144ad
Kutch,23.8,69.5,Desert Museum Beach Hindu Temple Palace Hills Garden,3,0,17,20,0,28,33,0,Kutch,Gujarat,192e718edf38a24d347749f180bac103
Kutralam,8.93,77.27,Historical Place Zoo,0,0,10,0,0,29,0,0,Kutralam,Tamil Nadu,5e32b882d80ee09711096882bd41b8f1
Kuttikkanam,9.6,77.17,Lake Park,0,0,0,0,24,0,0,40,Kuttikkanam,Kerala,502dec88230b6407d76723508564f8f5
Lachen,27.73,88.55,Hills Hill Station Monastery,5,0,0,0,0,0,36,0,Lachen,Sikkim,d3a39b43732297a1d002bdc4b35f9d0a
Lachung,27.7,88.75,Waterfalls,0,0,0,0,26,0,0,0,Lachung,Sikkim,36ee3bcbbc7d377cbfef6f64feb7fb27
Ladakh,34.15,77.58,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,Ladakh,Jammu and Kashmir,7e7e02a0a434ac12df89ca7e4f356700
Lahaul and Spiti,32.23,78.07,Hills Hill Station Valley Lake Hindu Temple Fort Monastery,5,0,12,0,24,0,34,0,Lahaul and Spiti,HimachalPradesh,b94c8caf65d51602b3e9006ff5433bcc
Lakhimpur,27.95,80.78,Hindu Temple,3,0,0,0,0,0,0,0,Lakhimpur,Uttar Pradesh,5132f400039f3f4a16637ffc92c14f27
Lakshadweep,10.57,72.64,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,Lakshadweep,Laccadive Islands,aba88d0028354009af32424b02db9f6d
Lalitpur,24.69,78.4,Hills Hill Station Snow,0,0,0,0,0,0,35,0,Lalitpur,Uttar Pradesh,5fc9814a083be8dddd1fb3afd9a74943
lamaj,17.77,73.72,Lake Park,0,0,0,0,24,0,0,40,lamaj,Maharashtra,a577f6d5b7a7058a7dad558890d3002d
lanja,16.89,73.53,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,lanja,Maharashtra,52938e2eace26863635f90de6e5888db
Lansdowne,29.83,78.68,Lake Hindu Temple Museum Church,1,0,16,0,24,0,0,0,Lansdowne,Uttaranchal,e9d2296082f48c8f620262e9f8465173
Lataguri,26.72,88.81,Wildlife Sanctuary,0,0,0,0,0,32,0,0,Lataguri,West Bengal,e08a92c2991902e1f32c6b68b970bcdc
Latur,18.45,76.58,Park Temple,3,0,0,0,0,0,0,40,Latur,Maharashtra,ce164460cd475de85faf970f71b585c0
Lava,22.65,88.38,Hills Hill Station Waterfalls Hindu Temple Monastery,5,0,0,0,26,0,36,0,Lava,WestBengal,5c6d681fbfced32b8c052937fa33074c
Lavasa,18.41,73.51,Lake,0,0,0,0,24,0,0,0,Lavasa,Maharashtra,151efd8f89202590608c92260cd9d528
Leh,34.17,77.59,Hills Hill Station Valley Lake Hindu Temple Palace Museum Monastery,5,0,11,0,24,0,34,0,Leh,JammuandKashmir,59e9e3a63a31c273a20c219056d26bfc
liluah,22.58,88.39,Hindu Pilgrimage River Bank Garden,0,8,0,0,22,28,0,0,liluah,West Bengal,b22a67f3453f08f2d373e2259bcd2000
lokpal,30.7,79.59,Hills Hill Station,0,0,0,0,0,0,33,0,lokpal,Uttarakhand,e5da5fd02264a7db0c963130bd035079
Loleygaon,27.02,88.57,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,Loleygaon,,61b9fb3366e853287843d81750cff4e7
Lonavala,18.77,73.41,Hills Hill Station Waterfalls,0,0,0,0,26,0,36,0,Lonavala,Maharashtra,d023a062e4c6cd7f24d81f645b9abf4e
Lucknow,26.76,80.92,Fort Zoo Cave Park Historical Place Hindu Temple Museum Dam,3,0,13,0,23,29,0,40,Lucknow,UttarPradesh,dd46007a38e337c06316a4e154f6c3ed
Ludhiana,30.91,75.85,Fort Museum Wildlife Sanctuary Garden Valley Hindu Temple,3,0,12,0,0,28,34,0,Ludhiana,Punjab,25fce0d132a5586a497c5094ba162756
Ludhiana,30.91,75.86,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,Ludhiana,Punjab,72049d4f6ebcac5224d0a81645b1745b
lukerganj,25.46,81.82,Wildlife Sanctuary Park Hindu Temple,3,0,0,0,0,32,0,40,lukerganj,Uttar Pradesh,afffdb66dbda419e9a82f1eb149b9762
madgaon,15.28,73.96,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,madgaon,Goa,7ffb27643491af661a1316ab9dc52bd6
Madhopur,26.02,76.36,Lake Park,0,0,0,0,24,0,0,40,Madhopur,Punjab,7334378c489a5e0d334f95300dc902a5
Madhubani,26.36,86.07,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,Madhubani,Bihar,2713f5b814f59dceaa2c556b1196ec94
Madikeri,12.42,75.74,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,Madikeri,Karnataka,af9758ac7d83eb7a54053fdb438b1360
Madumalai,11.64,76.53,Wildlife Sanctuary Park Hindu Temple,3,0,0,0,0,32,0,40,Madumalai,Tamil Nadu,a7ebf28494911cd88da0a82f115e4b55
Madurai,9.93,78.1,Hindu Temple Museum Church Park Lake Cave,1,0,13,0,24,0,0,40,Madurai,Tamil Nadu,32a584964b0f1ebe4baaaf787d8bdec6
Mahabaleshwar,17.93,73.67,Hills Lake Museum Park Hindu Temple Dam River Bank,3,0,16,0,22,0,33,40,Mahabaleshwar,Maharashtra,cb5182dd2f2114515888185de986852a
Mahabalipuram,12.75,80.24,Beach Hindu Temple,3,0,0,20,0,0,0,0,Mahabalipuram,Tamil Nadu,0d82f5ecc439aa0dd6a3dda345e27468
Mahbubnagar,16.38,78.11,Hills Hill Station,0,0,0,0,0,0,36,0,Mahbubnagar,Telangana,8da3e5e6353f292eb5c23a1b807abb55
Mahesana,23.59,72.37,Historical Place Hindu Temple,3,0,10,0,0,0,0,0,Mahesana,Gujarat,02879a7f9380bc85f820967970b1c688
Maheshwar,22.18,75.58,Historical Place Hindu Temple Fort Waterfalls,3,0,12,0,26,0,0,0,Maheshwar,Madhya Pradesh,5292848ffe060ecc1bcb2f681d35ac43
mahiravani,19.93,73.73,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,mahiravani,Maharashtra,8308f57a4ae87b45bb02360d47352f6a
Maihar,24.27,80.76,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,Maihar,Madhya Pradesh,ebd5ea2423925177fac05bebf55863a2
Mainpuri,27.22,79.04,Park Hindu Temple,3,0,0,0,0,0,0,40,Mainpuri,Uttar Pradesh,a8b1f0c2c2ad3ae3e224e995c56e5bcb
Maithon,22.99,87.85,Dam River Bank Lake Hindu Temple,3,0,0,0,23,0,0,0,Maithon,Jharkhand,eb51d463b335b0c61b87e5e1098b4507
Majorda,15.33,73.91,Beach Coast Church Hindu Temple Garden,1,0,0,18,0,28,0,0,Goa,Goa,633af24486ed7e2fc1ba93ec24170d10
majra,30.28,77.99,Dam,0,0,0,0,23,0,0,0,majra,Uttarakhand,cf26f68fdd275c880bcef5c56c4c1cac
Malappuram,10.98,76.22,Historical Place Hindu Temple Lake Park River Bank Hills Hill Station Waterfalls,3,0,10,0,22,0,36,40,Malappuram,Kerala,6e9553a61459556202095f58f236b0b2
malaut,30.18,74.51,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,malaut,Punjab,0164e9f6904634c00469c0a882c2b12d
Malda,25,88.15,Hills Hill Station,0,0,0,0,0,0,33,0,Malda,Madhya Pradesh,ad0be254d9515af1da72ed3f42fee160
malegaon,20.56,74.52,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,malegaon,Maharashtra,b2d02e5a83e59d5f445eee5422783af8
Malerkotla,30.52,75.89,Wildlife Sanctuary Park Hindu Temple,3,0,0,0,0,32,0,40,Malerkotla,Punjab,93d3298b8eb8b998bdaf30a749d8cecc
Malout,30.21,74.48,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,Malout,Punjab,d18852c5f2fc061f8e2cf28bd2ca549b
Malshej,19.34,73.77,Lake Park,0,0,0,0,24,0,0,40,Malshej,Maharashtra,0656c4a9e7672d6498d2f30ef609e18a
Malvan,16.05,73.47,Fort Beach Coast Garden Hindu Temple,3,0,12,20,0,28,0,0,Malvan,Maharashtra,f5e53cd9052604c3f74bba8ee7ba803c
Malwan,16.11,73.47,Hindu Temple,3,0,0,0,0,0,0,0,Malwan,Maharashtra,ed2d80c03ff0ecad8d95663af3f0868b
Manali,32.14,77.15,Hills Hill Station Snow Waterfalls Lake Valley Wildlife Santuary River Bank Monastery,5,0,0,0,22,32,35,0,Manali,Himachal Pradesh,2c8db027d43a9452a43e88eb30d9f983
mananthavady,11.81,76.01,Hindu Pilgrimage River Bank Garden,0,8,0,0,22,28,0,0,mananthavady,Kerala,b93ed7435a2971654baabdfeeff5b0ed
Manas,26.63,90.96,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,Manas,Assam,3e767bd7dbe0c29dc2ec417947824f71
Mandarmani,21.66,87.7,Beach Coast,0,0,0,20,0,0,0,0,Mandarmani,West Bengal,573304a6989158cd0bad4c755bbcd3b3
Mandawa,27.98,75.19,Historical Place Palace,0,0,10,0,0,0,0,0,Mandawa,Rajasthan,67385c5cf13786ac8037791b2afba238
Mandi,31.7,76.95,Lake Dam Hindu Temple Hills Fort Valley Monastery,5,0,12,0,23,0,34,0,Mandi,Himachal Pradesh,a07056bd970ee4373e798358906b390b
Mandi Gobindgarh,30.67,76.28,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,Mandi Gobindgarh,punjab,c46213d8e5b6c1cc6cbcf53825c8ffdc
Mandla,22.6,80.37,Museum River Bank Historical Place,0,0,10,0,22,0,0,0,Mandla,Madhya Pradesh,9839abc90b497ede09fe597eb96fd7e9
mandrem,15.67,73.71,Hills Hill Station,0,0,0,0,0,0,33,0,mandrem,Goa,771dc8e413240c2ff7b921c00c02ff2c
Mandsaur,24.08,75.07,Museum River Bank,0,0,16,0,22,0,0,0,Mandsaur,Madhya Pradesh,ad9ceff8a5f4c0eeaef034312d5fe256
Mandu,22.36,75.4,Wildlife Sanctuary Park Hindu Temple,3,0,0,0,0,32,0,40,Mandu,Madhya Pradesh,cbcb30e2a6347b4e0fbbd1b4c33da7ca
Mandya,12.43,77.22,Garden Bird Sanctuary Dam Hindu Temple Hills Fort Waterfalls Palace Historical Place Lake,3,0,12,0,23,31,33,0,Mandya,Karnataka,22d2869b2a167c9e0568d07782507d57
manesar,28.37,76.94,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,manesar,Haryana,61d2aa5a49921be05ba5e0806f527ac6
Mangalore,12.88,74.84,Beach Coast Fort Hindu Temple Church Park Waterfalls,1,0,12,20,26,0,0,40,Mangalore,Karnataka,712f2da035c200c1a2ec6c942ce312af
manganam,9.57,76.56,Lake Park,0,0,0,0,24,0,0,40,manganam,Kerala,449a342299921be27d87d3e805c209cd
manimala,9.49,76.77,Hills Hill Station,0,0,0,0,0,0,36,0,manimala,Kerala,a6d3f3a732ee828e7c99b6487d276c6c
Manipal,13.36,74.79,Lake Historical Place Hindu Temple Hills Waterfalls River Bank Beach,3,0,10,20,22,0,33,0,Manipal,Karnataka,bf6f7b5c844c911c3783e6ce7c2c92b1
manipala,13.35,74.78,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,manipala,Karnataka,403d3a590f7aef9e42aa86ad0b4fe572
Mansa,30.02,75.4,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,Mansa,Punjab,ed2b4918ea0edba9333abe4520151b6d
Mantralayam,15.93,77.41,Hindu Temple,3,0,0,0,0,0,0,0,Mantralayam,Andhra Pradesh,34376e0fe1c4e9009d3770c88ad05438
mapusa,15.59,73.79,Hindu Pilgrimage River Bank Garden,0,8,0,0,22,28,0,0,mapusa,Goa,179362b81468937d2f488d9513382fe8
maraiyur,10.27,77.17,Wildlife Sanctuary Park Hindu Temple,3,0,0,0,0,32,0,40,maraiyur,Kerala,d043bede461c0d3b8a18d2c8ec36f667
maranhalli,12.76,75.73,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,maranhalli,Karnataka,1c771854da35cc05dac87a229da0b868
mararikulam,9.65,76.3,Hills Hill Station,0,0,0,0,0,0,33,0,mararikulam,Kerala,4773ee8cd04f1b658801e89fc3f1b1a8
Marayoor,10.27,77.16,Hills Hill Station Lake Waterfalls,0,0,0,0,26,0,36,0,Marayoor,Kerala,ccebdd2ba182677358d8d3e48cb2abc8
Margao,15.28,73.96,Beach Church Museum Cave Temple Garden Lake,1,0,13,20,24,28,0,0,Goa,Goa,b4f6a323d067144780764cfec29e9aae
marwad,20.26,72.98,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,marwad,Rajasthan,0a86363e779a2c44a11d15104e4f7334
mashobra,31.13,77.23,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,mashobra,Himachal Pradesh,941df8c4a88f9333f212ba82293b4b19
Masinagudi,11.53,76.64,Dam Forest,0,0,0,0,23,27,0,0,Masinagudi,Tamil Nadu,ecb9688fbc54f69cc1c899b0d539f21b
Matheran,18.99,73.27,Hills Hill Station Lake Waterfalls Fort,0,0,12,0,26,0,33,0,Matheran,Maharashtra,56ef211615b25068e4ce969ceedeee75
Mathura,27.49,77.68,Lake Park,0,0,0,0,24,0,0,40,Mathura,Uttar Pradesh,696b02499bb28e936b729fc11055e506
Mayapur,23.13,83.2,Hindu Temple Park Bird Sanctuary,3,0,0,0,0,31,0,40,Mayapur,West Bengal,69722ffc6a6054ea9d1350e015703385
Mayiladuthurai,11.1,79.65,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,Mayiladuthurai,Tamil Nadu,21bbd34160038704e23517243bcd93d2
Mayurbhanj,21.74,86.84,Wildlife Sanctuary Waterfalls Hindu Temple Dam Hills River Bank,3,0,0,0,22,32,33,0,Mayurbhanj,Orissa,95a7a03260ee1bd6581a98f78a263b22
Mcleodganj,32.24,76.32,Hills Hill Station,0,0,0,0,0,0,36,0,Mcleodganj,Himachal Pradesh,5164c283c495b679048fc1eea6b59359
Medinipur,22.43,87.32,Historical Place Lake,0,0,10,0,24,0,0,0,Medinipur,West Bengal,8cbf59b6a6ad40b7a7b3cb4737e25c12
Meerut,28.97,77.72,Hindu Temple Church Park,1,0,0,0,0,0,0,40,Meerut,Uttar Pradesh,12c479ba8cdd3a6e8f7719614fc3a511
Mehsana,23.59,72.37,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,Mehsana,Gujarat,b3c49b2ecc8bd24b34aba1f290eeed31
meppadi,11.57,76.1,Hills Hill Station,0,0,0,0,0,0,33,0,meppadi,Kerala,a2d56e05408aa8e6585ec7a403879a91
Mettupalayam,11.41,76.71,Hindu Temple Hills Park,3,0,0,0,0,0,33,40,Mettupalayam,Tamil Nadu,fd0fad0b2865d520d7f7783b2fe53c8b
Mhowgaon,22.55,75.76,Waterfalls Hindu Temple,3,0,0,0,26,0,0,0,Mhowgaon,Madhya Pradesh,af491771e59242bb715b6b7c61ea79e4
minjur,13.27,80.26,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,minjur,Tamil Nadu,d39cc4a561630e48f41d3b9660a281a7
Mirik,26.89,88.18,Wildlife Sanctuary Park Hindu Temple,3,0,0,0,0,32,0,40,Mirik,West Bengal,e601b795862625ddcdd197c2e2a73bf7
Mirzapur,25.15,82.56,Waterfalls Hindu Temple Hills,3,0,0,0,26,0,33,0,Mirzapur,Uttar Pradesh,aba7e2f0fb19bb0e6b8f125cf08f79b1
Modasa,23.46,73.3,Hindu Pilgrimage River Bank Garden,0,8,0,0,22,28,0,0,Modasa,GUJARAT,b50c634936a5d4409121c8307132424f
Modinagar,28.81,77.55,Hindu Temple,3,0,0,0,0,0,0,0,Modinagar,Uttar Pradesh,474da7abf0a6ce998d90d2ea8eec3d75
Moga,30.82,75.17,Lake Park,0,0,0,0,24,0,0,40,Moga,Punjab,d47477424a7c59b62ca98fc1ee073684
Mohali,30.69,76.65,Hills Hill Station,0,0,0,0,0,0,36,0,Mohali,Punjab,aae7bcae223233735f1402b8fd8928c4
mohwa kalan,27.44,76.6,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,mohwa kalan,Rajasthan,cd8c6384170e8f62a768c9e0dd7f0fdc
Moradabad,28.84,78.77,Park Mosque,6,0,0,0,0,0,0,40,Moradabad,Uttar Pradesh,fb1668f700064c581c451649e2643ad2
moradabad,28.84,78.77,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,moradabad,Uttar Pradesh,588febfaaf5e3b94f4dcd6c82d72f26f
Morbi,22.81,70.82,Hindu Temple Lake,3,0,0,0,24,0,0,0,Morbi,Gujarat,4c8c04af377576fbfdfbbf21df63a5f9
Morena,26.5,78,Hindu Temple Fort,3,0,12,0,0,0,0,0,Morena,Madhya Pradesh,69a245b81826d2d6bea7265b86e4bc84
morjim,15.63,73.73,Hills Hill Station,0,0,0,0,0,0,33,0,morjim,Goa,1fbf71098087898fc301c810f4714c79
Mount Abu,24.59,72.72,Hills Hill Station Lake Hindu Temple Fort Park Museum Waterfalls,3,0,12,0,26,0,36,40,Mount Abu,Rajasthan,3315a531c9ff3b6eda3d44c325207b6a
mubarikpur,30.64,76.82,Hills Hill Station,0,0,0,0,0,0,33,0,mubarikpur,Punjab,c420e75854e54b02a9e0538e0bc3e945
Mudumalai,11.49,76.7,Wildlife Sanctuary River Bank Hindu Temple Dam,3,0,0,0,22,32,0,0,Mudumalai,Tamil Nadu,119ce7df6cebf78a854052dcd2729a19
Mughalsarai,25.28,83.12,Hindu Temple Museum,3,0,16,0,0,0,0,0,Mughalsarai,Uttar Pradesh,5dbb37c825b7e831dc99c868dd60178c
